record_type,record_id,candidate_id,field,value,value_state,eligible,details
diagnostic_replay,153,legacy_residual_tinycnn,b_q/b_p_prediction,"[0.002775532950536518, -0.0023043322589208107]",DIAGNOSTIC_NOT_RANKED,False,"{""scenario_id"": ""linear_ramp"", ""squared_error"": 1.8762563482771574e-06, ""target"": [0.0015293224714696407, -0.000821270514279604], ""window_id"": 319}"
diagnostic_replay,154,legacy_residual_tinycnn,b_q/b_p_prediction,"[0.0019367280328820848, -0.002389277846182422]",DIAGNOSTIC_NOT_RANKED,False,"{""scenario_id"": ""static_bias_theta"", ""squared_error"": 3.712062706859593e-06, ""target"": [0.0041308896616101265, -0.00400475924834609], ""window_id"": 512}"
diagnostic_replay,155,legacy_residual_tinycnn,b_q/b_p_prediction,"[0.002294475156759662, -0.002071575223589814]",DIAGNOSTIC_NOT_RANKED,False,"{""scenario_id"": ""static_bias_theta"", ""squared_error"": 5.486893576587246e-06, ""target"": [0.0049105375073850155, -0.004103816580027342], ""window_id"": 266}"
diagnostic_replay,156,legacy_residual_tinycnn,b_q/b_p_prediction,"[0.001559250155625519, -0.0015067829446721217]",DIAGNOSTIC_NOT_RANKED,False,"{""scenario_id"": ""linear_ramp"", ""squared_error"": 1.21858421943312e-07, ""target"": [0.001072747865691781, -0.0015906421467661858], ""window_id"": 56}"
diagnostic_replay,157,legacy_residual_tinycnn,b_q/b_p_prediction,"[0.001866673417648317, -0.0010544838914908984]",DIAGNOSTIC_NOT_RANKED,False,"{""scenario_id"": ""step_sigma_theta"", ""squared_error"": 4.4487117100846e-06, ""target"": [-0.00015916881966404617, 0.0011348965344950557], ""window_id"": 163}"
diagnostic_replay,158,legacy_residual_tinycnn,b_q/b_p_prediction,"[0.002629610751105742, -0.002737131816871894]",DIAGNOSTIC_NOT_RANKED,False,"{""scenario_id"": ""linear_ramp"", ""squared_error"": 3.2379942879981414e-06, ""target"": [0.0010625488357618451, -0.0007320618606172502], ""window_id"": 320}"
diagnostic_replay,159,legacy_residual_tinycnn,b_q/b_p_prediction,"[0.002005095791105474, -0.002283220530849045]",DIAGNOSTIC_NOT_RANKED,False,"{""scenario_id"": ""periodic_drift"", ""squared_error"": 5.2510866984987956e-08, ""target"": [0.0019634065683931112, -0.0026045984122902155], ""window_id"": 156}"
diagnostic_replay,160,legacy_residual_tinycnn,b_q/b_p_prediction,"[0.0021429344504418457, -0.0031011901274949224]",DIAGNOSTIC_NOT_RANKED,False,"{""scenario_id"": ""static_bias_theta"", ""squared_error"": 5.564091690897582e-06, ""target"": [0.004866714123636484, -0.005027120467275381], ""window_id"": 322}"
diagnostic_replay,161,legacy_residual_tinycnn,b_q/b_p_prediction,"[0.0013918359700012674, -0.0006403740967702318]",DIAGNOSTIC_NOT_RANKED,False,"{""scenario_id"": ""linear_ramp"", ""squared_error"": 3.995127885260002e-07, ""target"": [0.0015208607073873281, -0.0015248955460265279], ""window_id"": 14}"
diagnostic_replay,162,legacy_residual_tinycnn,b_q/b_p_prediction,"[0.0012962724360036035, -0.0015927025223174069]",DIAGNOSTIC_NOT_RANKED,False,"{""scenario_id"": ""step_sigma_theta"", ""squared_error"": 1.879792225360343e-06, ""target"": [-0.00022364646429196, -0.00038877935730852187], ""window_id"": 228}"
diagnostic_replay,163,legacy_residual_tinycnn,b_q/b_p_prediction,"[0.002056142745924958, -0.002084831817762969]",DIAGNOSTIC_NOT_RANKED,False,"{""scenario_id"": ""linear_ramp"", ""squared_error"": 1.773856005002031e-07, ""target"": [0.0014889651210978627, -0.001902950694784522], ""window_id"": 26}"
diagnostic_replay,164,legacy_residual_tinycnn,b_q/b_p_prediction,"[0.0018577858847285621, -0.0027726799871224425]",DIAGNOSTIC_NOT_RANKED,False,"{""scenario_id"": ""static_bias_theta"", ""squared_error"": 4.658245137070709e-06, ""target"": [0.004244331736117601, -0.004675543401390314], ""window_id"": 320}"
diagnostic_replay,165,legacy_residual_tinycnn,b_q/b_p_prediction,"[0.0024245594160783386, -0.0015314948105246235]",DIAGNOSTIC_NOT_RANKED,False,"{""scenario_id"": ""step_sigma_theta"", ""squared_error"": 3.7568421585275876e-06, ""target"": [0.000547734263818711, 0.000466306897578761], ""window_id"": 147}"
diagnostic_replay,166,legacy_residual_tinycnn,b_q/b_p_prediction,"[0.0018515111683724836, -0.002049115162958623]",DIAGNOSTIC_NOT_RANKED,False,"{""scenario_id"": ""periodic_drift"", ""squared_error"": 5.085741468698225e-08, ""target"": [0.0018199322512373328, -0.0023664755281060934], ""window_id"": 483}"
diagnostic_replay,167,legacy_residual_tinycnn,b_q/b_p_prediction,"[0.0018614695283089445, -0.0016391984606163178]",DIAGNOSTIC_NOT_RANKED,False,"{""scenario_id"": ""step_sigma_theta"", ""squared_error"": 3.331363451320401e-06, ""target"": [2.31578633247409e-05, 0.00017279964231420308], ""window_id"": 119}"
diagnostic_replay,168,legacy_residual_tinycnn,b_q/b_p_prediction,"[0.0016507792887946217, -0.0016396869446764885]",DIAGNOSTIC_NOT_RANKED,False,"{""scenario_id"": ""static_bias_theta"", ""squared_error"": 5.793836077197739e-06, ""target"": [0.00429192278534174, -0.0037872514221817255], ""window_id"": 107}"
diagnostic_replay,169,legacy_residual_tinycnn,b_q/b_p_prediction,"[0.0016919339044857704, -0.0016262981050481642]",DIAGNOSTIC_NOT_RANKED,False,"{""scenario_id"": ""step_sigma_theta"", ""squared_error"": 3.2272915406639783e-06, ""target"": [-0.00025009733508341014, 1.171830081148073e-05], ""window_id"": 275}"
diagnostic_replay,170,legacy_residual_tinycnn,b_q/b_p_prediction,"[0.002278237417680779, -0.003720892100788329]",DIAGNOSTIC_NOT_RANKED,False,"{""scenario_id"": ""periodic_drift"", ""squared_error"": 1.9250925302365105e-06, ""target"": [0.0011989607010036707, -0.0020821893122047186], ""window_id"": 283}"
diagnostic_replay,171,legacy_residual_tinycnn,b_q/b_p_prediction,"[0.002685064268100162, -0.0020876446596158]",DIAGNOSTIC_NOT_RANKED,False,"{""scenario_id"": ""linear_ramp"", ""squared_error"": 3.892686946738774e-06, ""target"": [0.0010578911751508713, 0.00017900079546961933], ""window_id"": 296}"
diagnostic_replay,172,legacy_residual_tinycnn,b_q/b_p_prediction,"[0.0020700441010826297, -0.002417084428193094]",DIAGNOSTIC_NOT_RANKED,False,"{""scenario_id"": ""linear_ramp"", ""squared_error"": 7.642573361929071e-07, ""target"": [0.0011683412594720721, -0.00157124362885952], ""window_id"": 303}"
diagnostic_replay,173,legacy_residual_tinycnn,b_q/b_p_prediction,"[0.0021714999604219515, -0.001948158719612248]",DIAGNOSTIC_NOT_RANKED,False,"{""scenario_id"": ""step_sigma_theta"", ""squared_error"": 5.5687053491144566e-06, ""target"": [-0.00011188123608008027, 0.0004856820742134005], ""window_id"": 15}"
diagnostic_replay,174,legacy_residual_tinycnn,b_q/b_p_prediction,"[0.0015304749535090343, -0.003089476329726476]",DIAGNOSTIC_NOT_RANKED,False,"{""scenario_id"": ""step_sigma_theta"", ""squared_error"": 4.287612246148014e-06, ""target"": [0.0030880263075232506, -0.005569246131926775], ""window_id"": 324}"
diagnostic_replay,175,legacy_residual_tinycnn,b_q/b_p_prediction,"[0.0021097348987267513, -0.0016811619510989455]",DIAGNOSTIC_NOT_RANKED,False,"{""scenario_id"": ""static_bias_theta"", ""squared_error"": 5.553685752243697e-06, ""target"": [0.004702952224761248, -0.0037746268790215254], ""window_id"": 476}"
diagnostic_replay,176,legacy_residual_tinycnn,b_q/b_p_prediction,"[0.002744951993188042, -0.00248707211797226]",DIAGNOSTIC_NOT_RANKED,False,"{""scenario_id"": ""periodic_drift"", ""squared_error"": 3.6519782531774775e-07, ""target"": [0.002202037489041686, -0.001827042200602591], ""window_id"": 499}"
diagnostic_replay,177,legacy_residual_tinycnn,b_q/b_p_prediction,"[0.0026329370556190303, -0.0032536941238754244]",DIAGNOSTIC_NOT_RANKED,False,"{""scenario_id"": ""periodic_drift"", ""squared_error"": 8.827615221546983e-07, ""target"": [0.0018418064573779702, -0.0021861570421606302], ""window_id"": 87}"
diagnostic_replay,178,legacy_residual_tinycnn,b_q/b_p_prediction,"[0.0022106543010290947, -0.0021811841835163593]",DIAGNOSTIC_NOT_RANKED,False,"{""scenario_id"": ""linear_ramp"", ""squared_error"": 1.1773228256984736e-06, ""target"": [0.001272037741728127, -0.0009672465384937823], ""window_id"": 241}"
diagnostic_replay,179,legacy_residual_tinycnn,b_q/b_p_prediction,"[0.0029122029288700174, -0.0035274360521923964]",DIAGNOSTIC_NOT_RANKED,False,"{""scenario_id"": ""step_sigma_theta"", ""squared_error"": 2.0952322726973597e-06, ""target"": [0.0039357757195830345, -0.005300220102071762], ""window_id"": 510}"
diagnostic_replay,180,legacy_residual_tinycnn,b_q/b_p_prediction,"[0.002315716638262581, -0.0022981894521482546]",DIAGNOSTIC_NOT_RANKED,False,"{""scenario_id"": ""linear_ramp"", ""squared_error"": 8.230238025513739e-07, ""target"": [0.001319653238169849, -0.0014895453350618482], ""window_id"": 161}"
diagnostic_replay,181,legacy_residual_tinycnn,b_q/b_p_prediction,"[0.0024175148822930793, -0.0029112321479034323]",DIAGNOSTIC_NOT_RANKED,False,"{""scenario_id"": ""static_bias_theta"", ""squared_error"": 3.996684910827447e-06, ""target"": [0.004653729032725096, -0.004641178995370865], ""window_id"": 97}"
diagnostic_replay,182,legacy_residual_tinycnn,b_q/b_p_prediction,"[0.001984455752975803, -0.002219850661625419]",DIAGNOSTIC_NOT_RANKED,False,"{""scenario_id"": ""step_sigma_theta"", ""squared_error"": 4.242401261745635e-06, ""target"": [-0.00024656124878674746, -0.0003470544470474124], ""window_id"": 46}"
diagnostic_replay,183,legacy_residual_tinycnn,b_q/b_p_prediction,"[0.002399772890831981, -0.0020752640658468478]",DIAGNOSTIC_NOT_RANKED,False,"{""scenario_id"": ""linear_ramp"", ""squared_error"": 6.175889270274845e-07, ""target"": [0.001627437537536025, -0.0012760920217260718], ""window_id"": 160}"
diagnostic_replay,184,legacy_residual_tinycnn,b_q/b_p_prediction,"[0.0019961288108841435, -0.00299322706386664]",DIAGNOSTIC_NOT_RANKED,False,"{""scenario_id"": ""step_sigma_theta"", ""squared_error"": 4.507199444857593e-06, ""target"": [-0.00017160564311780035, -0.0009158907341770828], ""window_id"": 62}"
diagnostic_replay,185,legacy_residual_tinycnn,b_q/b_p_prediction,"[0.0020715439770730717, -0.0022096583537713596]",DIAGNOSTIC_NOT_RANKED,False,"{""scenario_id"": ""periodic_drift"", ""squared_error"": 1.4761533533374711e-07, ""target"": [0.002125298837199807, -0.0027503441087901592], ""window_id"": 419}"
diagnostic_replay,186,legacy_residual_tinycnn,b_q/b_p_prediction,"[0.0016332773317817397, -0.001883510726667628]",DIAGNOSTIC_NOT_RANKED,False,"{""scenario_id"": ""step_sigma_theta"", ""squared_error"": 4.430876882469866e-06, ""target"": [-0.00050784379709512, 0.0001846657833084464], ""window_id"": 271}"
diagnostic_replay,187,legacy_residual_tinycnn,b_q/b_p_prediction,"[0.002077593055858388, -0.0010078511393369685]",DIAGNOSTIC_NOT_RANKED,False,"{""scenario_id"": ""step_sigma_theta"", ""squared_error"": 3.5553371117547285e-06, ""target"": [0.00036402727710083127, 0.0010352755198255181], ""window_id"": 260}"
diagnostic_replay,188,legacy_residual_tinycnn,b_q/b_p_prediction,"[0.0023176806346559987, -0.00207862804990888]",DIAGNOSTIC_NOT_RANKED,False,"{""scenario_id"": ""linear_ramp"", ""squared_error"": 7.744317982539756e-07, ""target"": [0.0015104321064427495, -0.001131414552219212], ""window_id"": 242}"
diagnostic_replay,189,legacy_residual_tinycnn,b_q/b_p_prediction,"[0.0024817982636969296, -0.002117097485808259]",DIAGNOSTIC_NOT_RANKED,False,"{""scenario_id"": ""static_bias_theta"", ""squared_error"": 2.3716912952227023e-06, ""target"": [0.00449124351143837, -0.0029570453334599733], ""window_id"": 267}"
diagnostic_replay,190,legacy_residual_tinycnn,b_q/b_p_prediction,"[0.0017454510930943559, -0.001397939600082398]",DIAGNOSTIC_NOT_RANKED,False,"{""scenario_id"": ""periodic_drift"", ""squared_error"": 8.154641004346108e-07, ""target"": [0.00214143143966794, -0.002612076234072447], ""window_id"": 211}"
diagnostic_replay,191,legacy_residual_tinycnn,b_q/b_p_prediction,"[0.0018730362006518283, -0.0022677474200611604]",DIAGNOSTIC_NOT_RANKED,False,"{""scenario_id"": ""static_bias_theta"", ""squared_error"": 3.717638972126217e-06, ""target"": [0.004345735069364309, -0.00341711170040071], ""window_id"": 285}"
diagnostic_replay,192,legacy_residual_tinycnn,b_q/b_p_prediction,"[0.0026493101312946928, -0.0026698361707159024]",DIAGNOSTIC_NOT_RANKED,False,"{""scenario_id"": ""periodic_drift"", ""squared_error"": 1.7383914275044963e-07, ""target"": [0.0028623277321457863, -0.0032196559477597475], ""window_id"": 200}"
diagnostic_replay,193,legacy_residual_tinycnn,b_q/b_p_prediction,"[0.0028174402956117244, -0.002518285326281949]",DIAGNOSTIC_NOT_RANKED,False,"{""scenario_id"": ""static_bias_theta"", ""squared_error"": 3.895593905315793e-06, ""target"": [0.005115302745252848, -0.004102903883904219], ""window_id"": 292}"
diagnostic_replay,194,legacy_residual_tinycnn,b_q/b_p_prediction,"[0.002185650572058146, -0.0019677130882898926]",DIAGNOSTIC_NOT_RANKED,False,"{""scenario_id"": ""static_bias_theta"", ""squared_error"": 4.0213469815984635e-06, ""target"": [0.004692540969699621, -0.0032936823554337025], ""window_id"": 281}"
diagnostic_replay,195,legacy_residual_tinycnn,b_q/b_p_prediction,"[0.0014193897668843911, -0.002059168489063375]",DIAGNOSTIC_NOT_RANKED,False,"{""scenario_id"": ""static_bias_theta"", ""squared_error"": 6.989722346494525e-06, ""target"": [0.004309133160859346, -0.004431683570146561], ""window_id"": 455}"
diagnostic_replay,196,legacy_residual_tinycnn,b_q/b_p_prediction,"[0.003012925610086048, -0.003793164854896872]",DIAGNOSTIC_NOT_RANKED,False,"{""scenario_id"": ""periodic_drift"", ""squared_error"": 2.060229045646313e-06, ""target"": [0.0019198523368686438, -0.0020827120169997215], ""window_id"": 53}"
diagnostic_replay,197,legacy_residual_tinycnn,b_q/b_p_prediction,"[0.002917456472519597, -0.002827339931186943]",DIAGNOSTIC_NOT_RANKED,False,"{""scenario_id"": ""periodic_drift"", ""squared_error"": 5.509497749644898e-07, ""target"": [0.0023219964932650328, -0.001962859183549881], ""window_id"": 270}"
diagnostic_replay,198,legacy_residual_tinycnn,b_q/b_p_prediction,"[0.002124185974797191, -0.001539878362724138]",DIAGNOSTIC_NOT_RANKED,False,"{""scenario_id"": ""static_bias_theta"", ""squared_error"": 4.7008635238086065e-06, ""target"": [0.004682336002588272, -0.003230320755392313], ""window_id"": 190}"
diagnostic_replay,199,legacy_residual_tinycnn,b_q/b_p_prediction,"[0.0022002221033204485, -0.0038333926620502416]",DIAGNOSTIC_NOT_RANKED,False,"{""scenario_id"": ""step_sigma_theta"", ""squared_error"": 1.6641652474967301e-06, ""target"": [0.003371564205735922, -0.005232066381722689], ""window_id"": 330}"
diagnostic_replay,200,legacy_residual_tinycnn,b_q/b_p_prediction,"[0.0024498064341630225, -0.0023387603130815174]",DIAGNOSTIC_NOT_RANKED,False,"{""scenario_id"": ""periodic_drift"", ""squared_error"": 1.7902319057674602e-08, ""target"": [0.002387949964031577, -0.0025175854098051786], ""window_id"": 435}"
diagnostic_replay,201,legacy_residual_tinycnn,b_q/b_p_prediction,"[0.002744802785556421, -0.0031252414229465514]",DIAGNOSTIC_NOT_RANKED,False,"{""scenario_id"": ""static_bias_theta"", ""squared_error"": 1.8319900447916316e-06, ""target"": [0.004610801115632057, -0.003551891539245844], ""window_id"": 296}"
diagnostic_replay,202,legacy_residual_tinycnn,b_q/b_p_prediction,"[0.0028522027122031674, -0.0035166744686978496]",DIAGNOSTIC_NOT_RANKED,False,"{""scenario_id"": ""linear_ramp"", ""squared_error"": 3.2659366482251777e-06, ""target"": [0.0012568600941449404, -0.001519988407380879], ""window_id"": 396}"
diagnostic_replay,203,legacy_residual_tinycnn,b_q/b_p_prediction,"[0.002361275588678157, -0.0022441768537031096]",DIAGNOSTIC_NOT_RANKED,False,"{""scenario_id"": ""linear_ramp"", ""squared_error"": 1.7858089784332324e-06, ""target"": [0.0012399049010127783, -0.0007229452021420002], ""window_id"": 355}"
diagnostic_replay,204,legacy_residual_tinycnn,b_q/b_p_prediction,"[0.0025895389167428094, -0.002336135171565982]",DIAGNOSTIC_NOT_RANKED,False,"{""scenario_id"": ""linear_ramp"", ""squared_error"": 1.9385518548917065e-07, ""target"": [0.0021845665760338306, -0.0018631576094776392], ""window_id"": 61}"
diagnostic_replay,205,legacy_residual_tinycnn,b_q/b_p_prediction,"[0.0021971832670098367, -0.0018312465516112052]",DIAGNOSTIC_NOT_RANKED,False,"{""scenario_id"": ""periodic_drift"", ""squared_error"": 1.787659065651975e-08, ""target"": [0.0022437211591750383, -0.002014515222981572], ""window_id"": 217}"
source,WANG2022_DIRECT_NN,,source_record_sha256,1705cfa8b605de739899676a77f6e01edcebdc967cdd94503aa7e2472421e8bb,LITERATURE_ONLY,False,source-scoped; no cross-lane replay
source,SIVAK2023_RL_GKP,,source_record_sha256,0f627cbd67f0b28a7d942e7b379d0661fd3123c953e431cea1dff86ec36582e1,LITERATURE_ONLY,False,source-scoped; no cross-lane replay
source,SIVAK2026_RL_DRIFT,,source_record_sha256,c3461e39ccb7ef7b2a0e22a20cd5f2bbd3bc6eb1c9ee27fb87af24e23d16faa1,LITERATURE_ONLY,False,source-scoped; no cross-lane replay
source,PUVIANI2025_NMF,,source_record_sha256,26109c7cb0f31bc80796012ce6793d65887bd4622d092b3e73f9ebcc4ef291f0,LITERATURE_ONLY,False,source-scoped; no cross-lane replay
